Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Gómez-Vega, F.S.; Acuña, O.; Camargo, A.C.; Jimenez, J.D.; Galeano, S.M.; Franco, I.E.; Lozano, L.L.; Vásquez, J.; Puertas, E.","Gómez-Vega, F. S. (60036445200); Acuña, O. (60036445300); Camargo, Andrea C. (60035839800); Jimenez, Jeison D. (60035987100); Galeano, Sara M. (60036445400); Franco, Isabella E. (60035839900); Lozano, Laura L. (60035376700); Vásquez, Jenifer (57205400052); Puertas, Edwin (57202285682)",60036445200; 60036445300; 60035839800; 60035987100; 60036445400; 60035839900; 60035376700; 57205400052; 57202285682,Enhancing consistency in piping and instrumentation diagrams using DistilBERT and smart PID systems,2025,Systems and Soft Computing,7,,200373,,,0,10.1016/j.sasc.2025.200373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012947038&doi=10.1016%2Fj.sasc.2025.200373&partnerID=40&md5=a53d4eb642384039b5808d9f3f147a04,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-105012947038,2-s2.0-105012947038,Q2,title,"['60036445200', '60036445300', '60035839800', '60035987100', '60036445400', '60035839900', '60035376700', '57205400052', '57202285682']",57202285682,EDWIN ALEXANDER PUERTAS DEL CASTILLO,T00008436,ESCUELA DE TRANSFORMACIÓN DIGITAL
"León, D.C.; Cano-Sierra, L.; Reyes-Rivera, M.-J.; Forero-García, S.L.; García-Padilla, D.; Abitbol, P.; Lopez-Lopez, W.","León, Diana Carolina Rubio (56491243500); Cano-Sierra, Laura (59360499800); Reyes-Rivera, María Juliana (59361500800); Forero-García, Sara Lucia (59360833800); García-Padilla, Dennys (58145290800); Abitbol, Pablo (58145499200); Lopez-Lopez, Wilson (58547918000)",56491243500; 59360499800; 59361500800; 59360833800; 58145290800; 58145499200; 58547918000,“The professionals weren’t from here”: provision of mental health services in the context of the Colombian armed conflict,2025,Archives of Public Health,83,1,123,,,0,10.1186/s13690-025-01561-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004426668&doi=10.1186%2Fs13690-025-01561-z&partnerID=40&md5=737db3d8b328a3d7e218be8683ddb1e6,07787367,,APHEE,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-105004426668,2-s2.0-105004426668,Q1,issn,"['56491243500', '59360499800', '59361500800', '59360833800', '58145290800', '58145499200', '58547918000']",58145499200,PABLO GUSTAVO SALOMO ABITBOL PINEIRO,T00028062,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Díaz-Mendoza, C.; Mouthón-Bello, J.; Botero, C.M.; Acevedo-Barrios, R.; Gutierrez, L.","Díaz-Mendoza, Claudia (55258973100); Mouthón-Bello, Javier A. (8693393400); Botero, Camilo M. (55851674100); Acevedo-Barrios, R. L. (56674579200); Gutierrez, Leonardo A. (35186188000)",55258973100; 8693393400; 55851674100; 56674579200; 35186188000,"Microbiological analysis of cigarette butts and cigarette butt fibers on a tourist beach in Cartagena, Colombia",2025,Scientific Reports,15,1,14510,,,1,10.1038/s41598-025-91488-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003811483&doi=10.1038%2Fs41598-025-91488-w&partnerID=40&md5=0f936df5c795b48cee4cfe804bac1dcf,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-105003811483,2-s2.0-105003811483,Q1,title,"['55258973100', '8693393400', '55851674100', '56674579200', '35186188000']",55258973100,CLAUDIA PATRICIA DIAZ MENDOZA,T00059175,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Díaz-Mendoza, C.; Mouthón-Bello, J.; Botero, C.M.; Acevedo-Barrios, R.; Gutierrez, L.","Díaz-Mendoza, Claudia (55258973100); Mouthón-Bello, Javier A. (8693393400); Botero, Camilo M. (55851674100); Acevedo-Barrios, R. L. (56674579200); Gutierrez, Leonardo A. (35186188000)",55258973100; 8693393400; 55851674100; 56674579200; 35186188000,"Microbiological analysis of cigarette butts and cigarette butt fibers on a tourist beach in Cartagena, Colombia",2025,Scientific Reports,15,1,14510,,,1,10.1038/s41598-025-91488-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003811483&doi=10.1038%2Fs41598-025-91488-w&partnerID=40&md5=0f936df5c795b48cee4cfe804bac1dcf,,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-105003811483,2-s2.0-105003811483,Q1,title,"['55258973100', '8693393400', '55851674100', '56674579200', '35186188000']",56674579200,ROSA LEONOR ACEVEDO BARRIOS,T00020729,CIENCIAS BÁSICAS
"Fábregas Villegas, J.; Palacios-Pineda, L.M.; Abuchar-Curi, A.M.; Palencia Díaz, A.","Fábregas Villegas, Jonathan (57353034200); Palacios-Pineda, Luis Manuel (57191993430); Abuchar-Curi, Alfredo Miguel (58523557700); Palencia Díaz, Argemiro (56801043600)",57353034200; 57191993430; 58523557700; 56801043600,Clean Energy Transition in Insular Communities: Wind Resource Evaluation and VAWT Design Using CFD and Statistics,2025,Sustainability (Switzerland),17,21,9663,,,0,10.3390/su17219663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021498401&doi=10.3390%2Fsu17219663&partnerID=40&md5=a35995960d285639ffa697db58de96fc,20711050,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105021498401,2-s2.0-105021498401,Q1,issn,"['57353034200', '57191993430', '58523557700', '56801043600']",58523557700,ALFREDO MIGUEL ABUCHAR CURI,T00002456,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Fábregas Villegas, J.; Palacios-Pineda, L.M.; Abuchar-Curi, A.M.; Palencia Díaz, A.","Fábregas Villegas, Jonathan (57353034200); Palacios-Pineda, Luis Manuel (57191993430); Abuchar-Curi, Alfredo Miguel (58523557700); Palencia Díaz, Argemiro (56801043600)",57353034200; 57191993430; 58523557700; 56801043600,Clean Energy Transition in Insular Communities: Wind Resource Evaluation and VAWT Design Using CFD and Statistics,2025,Sustainability (Switzerland),17,21,9663,,,0,10.3390/su17219663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021498401&doi=10.3390%2Fsu17219663&partnerID=40&md5=a35995960d285639ffa697db58de96fc,20711050,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105021498401,2-s2.0-105021498401,Q1,issn,"['57353034200', '57191993430', '58523557700', '56801043600']",56801043600,ARGEMIRO PALENCIA DIAZ,T00069460,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Narváez, A.; Useche, J.","Narváez, Alexander J. (57224404584); Useche, J. F. (24537991200)",57224404584; 24537991200,Fast computation of 3D domain integrals in boundary element methods using meshless integration methods: Application to Poisson's equation,2025,Engineering Analysis with Boundary Elements,179,,106430,,,0,10.1016/j.enganabound.2025.106430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013839047&doi=10.1016%2Fj.enganabound.2025.106430&partnerID=40&md5=f48ef3ce363dbec7d0903f9bcce922e5,09557997,,EABAE,Article,Final,,Scopus,2-s2.0-105013839047,2-s2.0-105013839047,Q1,title,"['57224404584', '24537991200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Baltar-Moreno, A.; Puello-Sarabia, C.; Sarabia, L.V.","Baltar-Moreno, Adolfo (57216868622); Puello-Sarabia, Cielo (57989865300); Sarabia, Lázaro Valdelamar (60198386400)",57216868622; 57989865300; 60198386400,When the neighborhood enters the official archive: the recovery of the photographic collection of sister Elfride; Cuando el barrio entra en el archivo oficial: la recuperación del fondo fotográfico de la hermana Elfride,2025,Memorias,21,57,,179,215,0,10.14482/memor.57.555.259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022088435&doi=10.14482%2Fmemor.57.555.259&partnerID=40&md5=67e7c2e909d6aa3264ae5032d34ca00b,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105022088435,2-s2.0-105022088435,Q3,title,"['57216868622', '57989865300', '60198386400']",57216868622,ADOLFO BALTAR MORENO,T00040585,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Patiño, A.; Guevara, C.R.; Pereira Batista, E.; Coronado-Hernández, O.E.; Fuertes-Miquel, V.S.","Patiño, Alberto (57190688459); Guevara, Carlos R.Payares (57219506381); Pereira Batista, Enrique (57189892062); Coronado-Hernández, Oscar E. (57193337460); Fuertes-Miquel, Vicente S. (6507312882)",57190688459; 57219506381; 57189892062; 57193337460; 6507312882,Analytical Modelling of Water Pipeline Start-Up Processes,2025,Fluids,10,9,242,,,0,10.3390/fluids10090242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017060801&doi=10.3390%2Ffluids10090242&partnerID=40&md5=56d382102c076bc77c08d6a0d47f7d75,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105017060801,2-s2.0-105017060801,Q2,title,"['57190688459', '57219506381', '57189892062', '57193337460', '6507312882']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Patiño, A.; Guevara, C.R.; Pereira Batista, E.; Coronado-Hernández, O.E.; Fuertes-Miquel, V.S.","Patiño, Alberto (57190688459); Guevara, Carlos R.Payares (57219506381); Pereira Batista, Enrique (57189892062); Coronado-Hernández, Oscar E. (57193337460); Fuertes-Miquel, Vicente S. (6507312882)",57190688459; 57219506381; 57189892062; 57193337460; 6507312882,Analytical Modelling of Water Pipeline Start-Up Processes,2025,Fluids,10,9,242,,,0,10.3390/fluids10090242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017060801&doi=10.3390%2Ffluids10090242&partnerID=40&md5=56d382102c076bc77c08d6a0d47f7d75,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105017060801,2-s2.0-105017060801,Q2,title,"['57190688459', '57219506381', '57189892062', '57193337460', '6507312882']",57219506381,CARLOS RAFAEL PAYARES GUEVARA,T00053397,CIENCIAS BÁSICAS
"Patiño, A.; Guevara, C.R.; Pereira Batista, E.; Coronado-Hernández, O.E.; Fuertes-Miquel, V.S.","Patiño, Alberto (57190688459); Guevara, Carlos R.Payares (57219506381); Pereira Batista, Enrique (57189892062); Coronado-Hernández, Oscar E. (57193337460); Fuertes-Miquel, Vicente S. (6507312882)",57190688459; 57219506381; 57189892062; 57193337460; 6507312882,Analytical Modelling of Water Pipeline Start-Up Processes,2025,Fluids,10,9,242,,,0,10.3390/fluids10090242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017060801&doi=10.3390%2Ffluids10090242&partnerID=40&md5=56d382102c076bc77c08d6a0d47f7d75,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105017060801,2-s2.0-105017060801,Q2,title,"['57190688459', '57219506381', '57189892062', '57193337460', '6507312882']",57189892062,ENRIQUE PEREIRA BATISTA,T00076408,CIENCIAS BÁSICAS
"Martínez-Trespalacios, J.A.; Barile, D.A.; Millan-Gandara, J.L.; Useche, J.; Otero, A.D.","Martínez-Trespalacios, J. A. (57218161727); Barile, D. A. (58401819600); Millan-Gandara, John L. (60092820800); Useche, J. F. (24537991200); Otero, Alejandro D. (36729619200)",57218161727; 58401819600; 60092820800; 24537991200; 36729619200,Combined Effect of ABL Profile and Rotation in Wind Turbine Wakes: New Three-Dimensional Wake Model,2025,Energies,18,17,4726,,,0,10.3390/en18174726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015372289&doi=10.3390%2Fen18174726&partnerID=40&md5=c65322464a38c0de2fc7ca7785c6705f,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105015372289,2-s2.0-105015372289,Q1,title,"['57218161727', '58401819600', '60092820800', '24537991200', '36729619200']",24537991200,JAIRO FRANCISCO USECHE VIVERO,T00009693,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Benjumea, E.; Vargas, R.; Quintero, F.; Juarez-Salazar, R.; Marrugo, A.G.","Benjumea, Eberto (57195681584); Vargas, Raúl (57117284600); Quintero, Fernando J. (57221475394); Juarez-Salazar, Rigoberto (35784596800); Marrugo, Andrés G. (24329839300)",57195681584; 57117284600; 57221475394; 35784596800; 24329839300,Calibration of multimodal 3D structured-light systems using digital features,2025,Applied Optics,64,25,,7333,7343,0,10.1364/AO.569536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014601429&doi=10.1364%2FAO.569536&partnerID=40&md5=39b8f0661c079ccd0c944649aa7592a9,1559128X,,APOPA,Article,Final,,Scopus,2-s2.0-105014601429,2-s2.0-105014601429,Q2,issn,"['57195681584', '57117284600', '57221475394', '35784596800', '24329839300']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Yepez, D.B.; Sierra-Porta, D.; Aguas, L.M.; Jattin, F.M.","Yepez, Deiby Boneu (59952122700); Sierra-Porta, D. (57191333650); Aguas, Liz Morales (59952159100); Jattin, Fernando Manzur (57488328300)",59952122700; 57191333650; 59952159100; 57488328300,Optimizing treatment to control LDL cholesterol using machine learning,2025,Computers in Biology and Medicine,195,,110599,,,0,10.1016/j.compbiomed.2025.110599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008430466&doi=10.1016%2Fj.compbiomed.2025.110599&partnerID=40&md5=94acd2078200d499e13dbbc00993cb73,00104825,,CBMDA,Article,Final,,Scopus,2-s2.0-105008430466,2-s2.0-105008430466,Q1,issn,"['59952122700', '57191333650', '59952159100', '57488328300']",57191333650,DAVID SIERRA PORTA,T00069449,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Álvares, A.J.; Rodriguez, E.; Figueroa, B.","Álvares, Alberto José (14318875100); Rodriguez, Efrain (57197028938); Figueroa, Brayan S. (57545588400)",14318875100; 57197028938; 57545588400,Digital-Twin-Enabled Process Monitoring for a Robotic Additive Manufacturing Cell Using Wire-Based Laser Metal Deposition,2025,Processes,13,8,2335,,,1,10.3390/pr13082335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014320040&doi=10.3390%2Fpr13082335&partnerID=40&md5=28b26fcb9407ab7d6228235e6ce186e9,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105014320040,2-s2.0-105014320040,Q2,title,"['14318875100', '57197028938', '57545588400']",57197028938,EFRAÍN ANDRÉS RODRÍGUEZ GASCA,T00096200,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Juarez-Salazar, R.; Vega, F.; Esquivel-Hernandez, S.; Diaz-Ramirez, V.H.; Marrugo, A.G.","Juarez-Salazar, Rigoberto (35784596800); Vega, Fabio Andrés Varón (55571476800); Esquivel-Hernandez, Sofia (57315334200); Diaz-Ramirez, Victor H. (8855846100); Marrugo, Andrés G. (24329839300)",35784596800; 55571476800; 57315334200; 8855846100; 24329839300,Phase feedback fringe projection profilometry for shiny objects,2025,Optics and Lasers in Engineering,191,,109013,,,1,10.1016/j.optlaseng.2025.109013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002153102&doi=10.1016%2Fj.optlaseng.2025.109013&partnerID=40&md5=5c4a7db735c5847fc0faef7600f1cc37,01438166,,OLEND,Article,Final,,Scopus,2-s2.0-105002153102,2-s2.0-105002153102,Q1,title,"['35784596800', '55571476800', '57315334200', '8855846100', '24329839300']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"de la Ossa, E.D.; Quintana, C.A.P.; Zuleta, L.P.; Romero, V.A.","de la Ossa, Elsy Domínguez (57223851529); Quintana, Camilo Pastrana (59496591200); Zuleta, Linda Pérez (60144606400); Romero, Valeri Arrieta (60144606500)",57223851529; 59496591200; 60144606400; 60144606500,Narratives about the implementation of a psychosocial care program for survivors of the Colombian armed conflict; Narrativas de los funcionarios de un programa de atención psicosocial a sobrevivientes del conflicto armado colombiano,2025,Interdisciplinaria,42,2,,553,576,0,10.16888/interd.2025.42.2.26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018948069&doi=10.16888%2Finterd.2025.42.2.26&partnerID=40&md5=28ef15cedf401b74b892231c273bd904,03258203,,,Article,Final,,Scopus,2-s2.0-105018948069,2-s2.0-105018948069,Q3,issn,"['57223851529', '59496591200', '60144606400', '60144606500']",57223851529,ELSY MERCEDES DOMINGUEZ DE LA OSSA,T00040584,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Monroy-Licht, A.; Martínez-Burgos, W.J.; De Carvalho, J.C.; Cavali, M.; Woiciechowski, A.L.; Karp, S.G.; Soccol, C.R.; De la Parra-Guerra, A.C.; Pozzan, R.; Acevedo-Barrios, R.","Monroy-Licht, Andrea (57456149600); Martínez-Burgos, Walter José (57210159813); De Carvalho, Júlio Cesar (9244670900); Cavali, Matheus (57215494996); Woiciechowski, A. L. (6507125714); Karp, Susan Grace (23989173100); Soccol, Carlos Ricardo (7004252959); De la Parra-Guerra, A. C. (57192208583); Pozzan, Roberta (58790949200); Acevedo-Barrios, R. L. (56674579200)",57456149600; 57210159813; 9244670900; 57215494996; 6507125714; 23989173100; 7004252959; 57192208583; 58790949200; 56674579200,"Biological approaches to mitigate heavy metal pollution from battery production effluents: advances, challenges, and perspectives",2025,Environmental Science and Pollution Research,32,35,,20844,20878,2,10.1007/s11356-025-36792-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015050458&doi=10.1007%2Fs11356-025-36792-8&partnerID=40&md5=8a0c7983a34290785cd13b56eb5f2cbf,09441344,,ESPLE,Review,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105015050458,2-s2.0-105015050458,Q1,issn,"['57456149600', '57210159813', '9244670900', '57215494996', '6507125714', '23989173100', '7004252959', '57192208583', '58790949200', '56674579200']",56674579200,ROSA LEONOR ACEVEDO BARRIOS,T00020729,CIENCIAS BÁSICAS
"Fábregas Villegas, J.; Palencia Díaz, A.","Fábregas Villegas, Jonathan (57353034200); Palencia Díaz, Argemiro (56801043600)",57353034200; 56801043600,"The significance of clean energy, education, and environmental management in fostering a sustainable future",2025,Global Journal of Environmental Science and Management,11,3,,1001,1018,1,10.22034/gjesm.2025.03.08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014804906&doi=10.22034%2Fgjesm.2025.03.08&partnerID=40&md5=1536cba7a00acf314057158d0ac48c14,23833572,,,Article,Final,,Scopus,2-s2.0-105014804906,2-s2.0-105014804906,Q1,issn,"['57353034200', '56801043600']",56801043600,ARGEMIRO PALENCIA DIAZ,T00069460,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Díaz-Mendoza, C.; Mouthón-Bello, J.; Botero, C.M.; Villegas, J.V.; Gutierrez, L.","Díaz-Mendoza, Claudia (55258973100); Mouthón-Bello, Javier A. (8693393400); Botero, Camilo M. (55851674100); Villegas, Juan Valdelamar (60032159700); Gutierrez, Leonardo A. (35186188000)",55258973100; 8693393400; 55851674100; 60032159700; 35186188000,"Temporal analysis of cigarette butt accumulation on a touristic beach in Cartagena, Colombia",2025,Environmental Science and Pollution Research,32,33,,19712,19724,1,10.1007/s11356-025-36752-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012767262&doi=10.1007%2Fs11356-025-36752-2&partnerID=40&md5=ef6c31d253c8cb45dfae0199fae0c054,09441344,,ESPLE,Article,Final,All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105012767262,2-s2.0-105012767262,Q1,issn,"['55258973100', '8693393400', '55851674100', '60032159700', '35186188000']",55258973100,CLAUDIA PATRICIA DIAZ MENDOZA,T00059175,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Figueroa, M.G.; Acevedo, D.D.H.; Sierra-Porta, D.","Figueroa, Mauro González (60016883200); Acevedo, D. D.Herrera (58544189400); Sierra-Porta, D. (57191333650)",60016883200; 58544189400; 57191333650,Geomagnetic disturbances and grid vulnerability: Correlating storm intensity with power system failures,2025,PLOS ONE,20,7 July,e0327716,,,0,10.1371/journal.pone.0327716,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011838057&doi=10.1371%2Fjournal.pone.0327716&partnerID=40&md5=4fe854b08b8c480f00d5139c7277801d,,,POLNC,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-105011838057,2-s2.0-105011838057,Q1,title,"['60016883200', '58544189400', '57191333650']",57191333650,DAVID SIERRA PORTA,T00069449,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Cohen-Manrique, C.S.; Villa, J.L.; Camacho-Leon, S.; Solano-Correa, Y.T.; Alvarez-Month, A.A.; Coronado-Hernández, O.E.","Cohen-Manrique, Carlos (57203340249); Villa, J. L. (7005142049); Camacho-Leon, Sergio (36974988200); Solano-Correa, Yady Tatiana (57156565000); Alvarez-Month, Alex A. (59300326000); Coronado-Hernández, Oscar E. (57193337460)",57203340249; 7005142049; 36974988200; 57156565000; 59300326000; 57193337460,Simulation and Optimisation Using a Digital Twin for Resilience-Based Management of Confined Aquifers,2025,Water (Switzerland),17,13,1973,,,0,10.3390/w17131973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010313315&doi=10.3390%2Fw17131973&partnerID=40&md5=58a5e372075e6d2ebbd5e0de03be5d65,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105010313315,2-s2.0-105010313315,Q1,title,"['57203340249', '7005142049', '36974988200', '57156565000', '59300326000', '57193337460']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Cohen-Manrique, C.S.; Villa, J.L.; Camacho-Leon, S.; Solano-Correa, Y.T.; Alvarez-Month, A.A.; Coronado-Hernández, O.E.","Cohen-Manrique, Carlos (57203340249); Villa, J. L. (7005142049); Camacho-Leon, Sergio (36974988200); Solano-Correa, Yady Tatiana (57156565000); Alvarez-Month, Alex A. (59300326000); Coronado-Hernández, Oscar E. (57193337460)",57203340249; 7005142049; 36974988200; 57156565000; 59300326000; 57193337460,Simulation and Optimisation Using a Digital Twin for Resilience-Based Management of Confined Aquifers,2025,Water (Switzerland),17,13,1973,,,0,10.3390/w17131973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010313315&doi=10.3390%2Fw17131973&partnerID=40&md5=58a5e372075e6d2ebbd5e0de03be5d65,,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105010313315,2-s2.0-105010313315,Q1,title,"['57203340249', '7005142049', '36974988200', '57156565000', '59300326000', '57193337460']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Acevedo, J.M.; Romaña, S.; de Jesus Arias Cantillo, R.","Acevedo, Jeovanny Muentes (57350116000); Romaña, Sergio (57217530823); de Jesus Arias Cantillo, Raibel (58032467600)",57350116000; 57217530823; 58032467600,Density of the Level Sets of the Metric Mean Dimension for Homeomorphisms,2025,Journal of Dynamics and Differential Equations,37,2,,1965,1978,1,10.1007/s10884-023-10344-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184473223&doi=10.1007%2Fs10884-023-10344-5&partnerID=40&md5=c9290ecbdc58c71dd79d55b3323db39e,10407294,,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85184473223,2-s2.0-85184473223,Q1,issn,"['57350116000', '57217530823', '58032467600']",57350116000,JEOVANNY DE JESUS MUENTES ACEVEDO,T00055760,CIENCIAS BÁSICAS
"Cohen, J.; Mdee, A.; Trigg, M.A.; Singhal, S.; Cooper, S.; Alemu, A.N.; Seifu, E.; Lee Ik Sing, C.; Bernhofen, M.V.; Bhave, A.; Carr, A.; Dhanya, C.T.; Haile, A.T.; Pencue-Fierro, L.; Sa'adi, Z.; Shukla, P.; Solano-Correa, Y.T.; Amézaga, J.; Gupta, S.; Kumar, A.; Mersha, A.N.; Zainon Noor, Z.Z.; Ofori, A.; Bekele, T.W.","Cohen, Joshua Benjamin (56888173800); Mdee, Anna L. (26640577600); Trigg, Mark A. (27468024100); Singhal, Shivani (57352133300); Cooper, Sarah (54786293400); Alemu, Abel Negussie (58085436500); Seifu, Eden Gebre (59961694200); Lee Ik Sing, Cindy (60075058600); Bernhofen, Mark V. (57201371429); Bhave, Ajay Gajanan (55584569800); Carr, Andrew B. (57210206389); Dhanya, C. T. (26421157000); Haile, Alemseged Tamiru (58868850500); Pencue-Fierro, Leonairo (60075383000); Sa'adi, Zulfaqar (57294796900); Shukla, Prabhakar (56921279300); Solano-Correa, Yady Tatiana (57156565000); Amézaga, Jaime M. (6508369413); Gupta, Shambhavi (58076841500); Kumar, Ashok (56169893100); Mersha, Adey Nigatu (57189097746); Zainon Noor, Zainura (54393957000); Ofori, Alesia Dedaa (57215413817); Bekele, Tilaye Worku (57935018200)",56888173800; 26640577600; 27468024100; 57352133300; 54786293400; 58085436500; 59961694200; 60075058600; 57201371429; 55584569800; 57210206389; 26421157000; 58868850500; 60075383000; 57294796900; 56921279300; 57156565000; 6508369413; 58076841500; 56169893100; 57189097746; 54393957000; 57215413817; 57935018200,A Politics of Global Datasets and Models in Flood Risk Management,2025,Water Alternatives,18,2,,305,329,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014477130&partnerID=40&md5=3fd7588f337378bc41bd2486c64747ee,19650175,,,Article,Final,,Scopus,2-s2.0-105014477130,2-s2.0-105014477130,Q1,issn,"['56888173800', '26640577600', '27468024100', '57352133300', '54786293400', '58085436500', '59961694200', '60075058600', '57201371429', '55584569800', '57210206389', '26421157000', '58868850500', '60075383000', '57294796900', '56921279300', '57156565000', '6508369413', '58076841500', '56169893100', '57189097746', '54393957000', '57215413817', '57935018200']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
