pub_id,Year,Title,Source,ISSN,DOI,EID,quartile,escuelas,docentes
2-s2.0-85182943567,2023,International mobility for enhancing leadership in women engineering students: a case study connecting Colombia and Spain,CEUR Workshop Proceedings,16130073,,2-s2.0-85182943567,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-85183127175,2023,Hölder continuous maps on the interval with positive metric mean dimension; Funciones Hölder continuas en el intervalo con dimensión métrica media positiva,Revista Colombiana de Matematicas,00347426,,2-s2.0-85183127175,Q4,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85183501657,2024,The Potential of Electrospinning to Enable the Realization of Energy-Autonomous Wearable Sensing Systems,ACS Nano,19360851,10.1021/acsnano.3c09077,2-s2.0-85183501657,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUZ ALEJANDRA MAGRE COLORADO']
2-s2.0-85184208061,2024,The societal context of professional practice: Examining the impact of politics and economics on journalistic role performance across 37 countries,Journalism,14648849,10.1177/14648849241229951,2-s2.0-85184208061,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85184320394,2023,The Press in The Classroom for Citizenship Formation in The Digital Age? Paper and Pencil Case in Public Education Institutions in Cartagena De Indias-Colombia,Proceedings of International Conference on Research in Education and Science,,,2-s2.0-85184320394,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MARELBI DEL CARMEN OLMOS PEREZ']
2-s2.0-85184473223,2025,Density of the Level Sets of the Metric Mean Dimension for Homeomorphisms,Journal of Dynamics and Differential Equations,10407294,10.1007/s10884-023-10344-5,2-s2.0-85184473223,Q1,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85185352910,2024,Relationship between magnetic rigidity cutoff and chaotic behavior in cosmic ray time series using visibility graph and network analysis techniques,Chaos,10541500,10.1063/5.0167156,2-s2.0-85185352910,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85185542884,2023,Advanced Exergetic Evaluation of a Stig Cycle and Cooled Inlet Air Gas Turbine Powered by Mixtures of Natural Gas and Hydrogen in Tropical Climates,,,10.1115/IMECE2023-113679,2-s2.0-85185542884,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85185696007,2024,Fatigue Life Estimation Model of Repaired Components with the Expanded Stop-Hole Technique,Metals,,10.3390/met14020182,2-s2.0-85185696007,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-85186342810,2023,Competencias TIC en profesores de comunicación en tiempos de COVID-19,Magis,20271174,10.11144/Javeriana.m16.ctpc,2-s2.0-85186342810,Q3,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['ADOLFO BALTAR MORENO']
2-s2.0-85186467639,2024,An IoT-Enabled Knee-Sleeve for Home Rehabilitation: A Pilot Study †,Engineering Proceedings,,10.3390/engproc2023052002,2-s2.0-85186467639,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUZ ALEJANDRA MAGRE COLORADO']
2-s2.0-85186499263,2023,Quantum N-Gram Language Models for Tweet Classification,,,10.1109/CogMI58952.2023.00019,2-s2.0-85186499263,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85186573940,2023,How sensitive are financial markets to COVID-19 outbreak? Evidence from the United States and Colombia markets; ¿Qué tan sensibles son los mercados financieros al brote por COVID-19? Evidencia de los mercados de Estados Unidos y Colombia,Revista de Metodos Cuantitativos para la Economia y la Empresa,1886516X,10.46661/revmetodoscuanteconempresa.6431,2-s2.0-85186573940,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JEFFERSON ANDRES PIEDRAHITA GONZALEZ']
2-s2.0-85186756008,2023,Design and implementation of an electrical propulsion system for a solar-powered boat,,,10.1109/C358072.2023.10436301,2-s2.0-85186756008,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JAIRO HUMBERTO CABRERA TOVAR', 'JOSE LUIS VILLA RAMIREZ', 'JUAN GABRIEL FAJARDO CUADRO']"
2-s2.0-85186758692,2023,The role of 3D data in CNN-based object detection,,,10.1109/C358072.2023.10436320,2-s2.0-85186758692,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ALBERTO PATIÑO VANEGAS', 'ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85186763275,2023,Deep Regression of Signed Distance Maps for Corneal Endothelium Image Segmentation,,,10.1109/C358072.2023.10436286,2-s2.0-85186763275,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85186764146,2023,Pneumonia Detection in Lung Ultrasound Images with Texture Analysis and Machine Learning,,,10.1109/C358072.2023.10436247,2-s2.0-85186764146,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85186764434,2023,Detection of Online Sexism Using Lexical Features and Transformer,,,10.1109/C358072.2023.10436298,2-s2.0-85186764434,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85186764738,2023,The Importance of Modeling Operational Constraints in Combined-Cycle Units to Support Energy Transition,,,10.1109/C358072.2023.10436182,2-s2.0-85186764738,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['MAURO ANTONIO GONZALEZ SIERRA']
2-s2.0-85186765005,2023,Plant design for productive improvement through Systematic Layout Planning and simulation of discrete events in a construction materials company,,,10.1109/C358072.2023.10436237,2-s2.0-85186765005,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['HOLMAN OSPINA MATEUS', 'JENIFER YORIS VASQUEZ AGUILAR']"
2-s2.0-85186766055,2023,A proposed method to validate anomalies detected with unsupervised models,,,10.1109/C358072.2023.10436300,2-s2.0-85186766055,SQ,['CIENCIAS BÁSICAS'],['ALBERTO PATIÑO VANEGAS']
2-s2.0-85186766497,2023,Researcher Profile: An Automated Solution for Searching and Gathering People's Profiles,,,10.1109/C358072.2023.10436220,2-s2.0-85186766497,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JENIFER YORIS VASQUEZ AGUILAR', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85186766560,2023,YOLO-based multi-scale ground control point detection in UAV surveying,,,10.1109/C358072.2023.10436290,2-s2.0-85186766560,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'YADY TATIANA SOLANO CORREA']"
2-s2.0-85186767432,2023,Multi-Objective Optimization for Medical Supplies Storage and Distribution in Disaster Management,,,10.1109/C358072.2023.10436265,2-s2.0-85186767432,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85186769415,2023,Quantifying the Complexity of Mental Stress during Academic Exams Using Wearable Skin Conductance Signals,,,10.1109/C358072.2023.10436259,2-s2.0-85186769415,SQ,['CIENCIAS BÁSICAS'],['ALBERTO PATIÑO VANEGAS']
2-s2.0-85186769740,2023,Prioritization of ICT investment projects to reduce the digital divide in the Colombian Caribbean Region,,,10.1109/C358072.2023.10436147,2-s2.0-85186769740,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85186770669,2023,Intelligent Exposure Time Determination with Structured Light for Accurate 3D Object Reconstruction,,,10.1109/C358072.2023.10436223,2-s2.0-85186770669,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85186770911,2023,RealCheck: A Web Application for Fake News Detection Using Natural Language Processing,,,10.1109/C358072.2023.10436244,2-s2.0-85186770911,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JENIFER YORIS VASQUEZ AGUILAR', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85186771140,2023,Design of a Containerized Microgrid for Electricity Supply in Colombian Non-Interconnected Zones,,,10.1109/C358072.2023.10436322,2-s2.0-85186771140,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO HUMBERTO CABRERA TOVAR']
2-s2.0-85187262498,2023,"Research profile in the self-presentation of Women in Engineering, CI-CAL Matilda case; Perfil de investigación en la autopresentación de Mujeres en Ingeniería, caso CI-CAL Matilda","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LEIRD2023.1.1.650,2-s2.0-85187262498,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85187269653,2023,Women's Leadership in Engineering: Defying Bias,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LEIRD2023.1.1.651,2-s2.0-85187269653,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85188587154,2024,The impact of ICT and e-commerce on employment in Colombia,Electronic Commerce Research and Applications,15674223,10.1016/j.elerap.2024.101378,2-s2.0-85188587154,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['AUGUSTO ANDRES ALEAN ROMERO']
2-s2.0-85189643166,2024,Addressing arbitrary body forces in 2D elasticity coupling the Radial Basis Integration Method with boundary elements,Engineering Analysis with Boundary Elements,09557997,10.1016/j.enganabound.2024.04.003,2-s2.0-85189643166,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85189686044,2024,"Demonstrations and scenarios of perceived school violence in educational Communities in Cartagena, Colombia; Manifestações e situações de violência escolar percebida nas comunidades educativas de Cartagena, Colômbia; Manifestaciones y escenarios de la violencia escolar percibida en comunidades educativas de Cartagena, Colombia",Revista Portuguesa de Educacao,08719187,10.21814/rpe.26531,2-s2.0-85189686044,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['ELSY MERCEDES DOMINGUEZ DE LA OSSA', 'PEDRO VAZQUEZ MIRAZ']"
2-s2.0-85190155717,2024,How to label our violence? The struggle for the denominations of war in Colombia; ¿cómo nombrar nuestra violencia? La lucha por las denominaciones de la guerra en Colombia,Araucaria,15756823,10.12795/araucaria.2024.i55.09,2-s2.0-85190155717,Q1,['DIRECCIÓN DE HUMANIDADES'],['AMPARO JUDITH BRAVO HERNÁNDEZ']
2-s2.0-85190552002,2024,"Bioprospecting of extremophilic perchlorate-reducing bacteria: report of promising Bacillus spp. isolated from sediments of the bay of Cartagena, Colombia",Biodegradation,09239820,10.1007/s10532-024-10079-0,2-s2.0-85190552002,Q1,['CIENCIAS BÁSICAS'],['ROSA LEONOR ACEVEDO BARRIOS']
2-s2.0-85190648574,2024,Genericity of Homeomorphisms with Full Mean Hausdorff Dimension,Regular and Chaotic Dynamics,15603547,10.1134/S1560354724510014,2-s2.0-85190648574,Q3,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85190825310,2024,VerbaNexAI Lab at SemEval-2024 Task 1: A Multilayer Artificial Intelligence Model for Semantic Relationship Detection,,,10.18653/v1/2024.semeval-1.194,2-s2.0-85190825310,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85190994250,2024,Return or Not to Return to In-Person Classes? Motivations and Fears that Influence University Dropout in Colombia in the Post-Pandemic Era; ¿Volver o no volver a las clases presenciales? Motivaciones y temores que influyen en la deserción universitaria en Colombia en tiempos de postpandemia,Salud Uninorte,01205552,10.14482/sun.40.01.159.456,2-s2.0-85190994250,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['JORGE LUIS ALVIS ARRIETA', 'MIGUEL EFREN GARCES PRETTEL', 'WILLIAM ARELLANO CARTAGENA']"
2-s2.0-85191444273,2023,Flue gas capture using microalgae cultivated in photobioreactors,,,10.1016/B978-0-443-19213-5.00007-8,2-s2.0-85191444273,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUIS ÁNGEL PORTO HERNÁNDEZ']
2-s2.0-85191608224,2024,Influence of high axial compression ratios in RC columns on the seismic response of MRF buildings,Structural Engineering and Mechanics,12254568,10.12989/sem.2024.90.1.051,2-s2.0-85191608224,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SERGIO VILLAR SALINAS']
2-s2.0-85192403128,2024,Letter Regarding: Systematic Review of the Diagnostic Criteria and Severity Classification for Fuchs Endothelial Corneal Dystrophy,Cornea,02773740,10.1097/ICO.0000000000003539,2-s2.0-85192403128,Q1,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85192813884,2023,BPM for mutual aid management in industrial emergency response,,,10.1109/IHTC58960.2023.10508837,2-s2.0-85192813884,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-85193015919,2024,Assessing Fuchs Corneal Endothelial Dystrophy Using Artificial Intelligence-Derived Morphometric Parameters From Specular Microscopy Images,Cornea,02773740,10.1097/ICO.0000000000003460,2-s2.0-85193015919,Q1,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85195062478,2024,A multifractal approach to understanding Forbush Decrease events: Correlations with geomagnetic storms and space weather phenomena,"Chaos, Solitons and Fractals",09600779,10.1016/j.chaos.2024.115089,2-s2.0-85195062478,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85195140957,2024,Analysis of Colombian media coverage on COVID-19: an audience perspective; Análise da cobertura mediática colombiana sobre a covid-19: uma perspectiva das audiências,Comunicacao Midia e Consumo,18064981,10.18568/cmc.v21i60.2908,2-s2.0-85195140957,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['TANIA LUCIA COBOS COBOS']
2-s2.0-85195195203,2024,Toward a Framework for Appraising the Quality of Integration in Mixed Methods Research,Journal of Mixed Methods Research,15586898,10.1177/15586898241257555,2-s2.0-85195195203,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85195317959,2024,Improving thermal stability of starches native cross-linked with citric acid as a compatibilizer for thermoplastic starch/polylactic acid blends,Polymer Bulletin,01700839,10.1007/s00289-024-05315-9,2-s2.0-85195317959,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['MARY JUDITH ARIAS TAPIA']
2-s2.0-85196052504,2023,Land-Use Dynamics and Water Quality in Andean Basins,Sustainability (Switzerland),20711050,10.3390/su152215965,2-s2.0-85196052504,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85196638440,2025,Spurring or Blurring Professional Standards? The Role of Digital Technology in Implementing Journalistic Role Ideals in Contemporary Newsrooms,Journalism and Mass Communication Quarterly,10776990,10.1177/10776990241246692,2-s2.0-85196638440,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85196814427,2024,"Unlocking the potential of Eichhornia crassipes for wastewater treatment: phytoremediation of aquatic pollutants, a strategy for advancing Sustainable Development Goal-06 clean water",Environmental Science and Pollution Research,09441344,10.1007/s11356-024-33698-9,2-s2.0-85196814427,Q1,['CIENCIAS BÁSICAS'],['ROSA LEONOR ACEVEDO BARRIOS']
2-s2.0-85197309539,2023,MPC-Based Path Tracking of a Differential-Drive Mobile Robot with Optimization for Improved Control Performance,Communications in Computer and Information Science,18650929,10.1007/978-3-031-46739-4_25,2-s2.0-85197309539,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85198501404,2024,"The mitogenomic landscape of Banisteriopsis caapi (Malpighiaceae), the sacred liana used for ayahuasca preparation",Genetics and Molecular Biology,14154757,10.1590/1678-4685-GMB-2023-0301,2-s2.0-85198501404,Q3,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-85199282382,2024,Predicting sunspot number from topological features in spectral images I: Machine learning approach,Astronomy and Computing,22131337,10.1016/j.ascom.2024.100857,2-s2.0-85199282382,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85199359062,2024,Multiannual Change Detection in Long and Dense Satellite Image Time Series Based on Dynamic Time Warping,IEEE Transactions on Geoscience and Remote Sensing,01962892,10.1109/TGRS.2024.3431631,2-s2.0-85199359062,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85200098620,2024,"Assessing and monitoring air quality in cities and urban areas with a portable, modular and low-cost sensor station: calibration challenges",International Journal of Remote Sensing,01431161,10.1080/01431161.2024.2373338,2-s2.0-85200098620,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85200157741,2024,Warmth in the Doctor-Patient Relationship: Analysis of the Effect of Empathy as a Mediating Variable in the Patient's Intention to Adhere to Treatment; Acolhimento na relação médico-paciente: análise do efeito da empatia como variável mediadora na intenção do paciente de aderir ao tratamento; Calidez en la relación médico-paciente: análisis del efecto de la empatía como variable mediadora en la intención de adherencia al tratamiento del paciente,Palabra Clave,01228285,10.5294/pacla.2024.27.3.6,2-s2.0-85200157741,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['MIGUEL EFREN GARCES PRETTEL']
2-s2.0-85200404329,2024,Engineering the Future: TESEA’s Commitment to Quality and Innovation,Transactions on Energy Systems and Engineering Applications,,10.32397/TESEA.VOL5.N1.705,2-s2.0-85200404329,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['OSCAR ACEVEDO PATIÑO']
2-s2.0-85200620293,2024,Letter Regarding: Influence of Subclinical Corneal Edema on Contrast Sensitivity in Fuchs Endothelial Corneal Dystrophy,Cornea,02773740,10.1097/ICO.0000000000003568,2-s2.0-85200620293,Q1,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85200730130,2024,Electrification as a development and sustainability approach in rural areas using renewable energy sources,Global Journal of Environmental Science and Management,23833572,10.22034/gjesm.2024.04.37,2-s2.0-85200730130,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-85200794905,2024,Study of the properties of a composite material Fe78 Si9 B13 / GNP in an epoxy matrix,Transactions on Energy Systems and Engineering Applications,,10.32397/TESEA.VOL5.N1.593,2-s2.0-85200794905,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85201201922,2024,Calibration method based on virtual phase-to-coordinate mapping with linear correction function for structured light system,Optics and Lasers in Engineering,01438166,10.1016/j.optlaseng.2024.108496,2-s2.0-85201201922,Q1,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85201403312,2024,Metric Mean Dimension and Mean Hausdorff Dimension Varying the Metric,Qualitative Theory of Dynamical Systems,15755460,10.1007/s12346-024-01100-1,2-s2.0-85201403312,Q2,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85201516931,2024,Dynamic analysis of cracked thick composite shells by the Boundary Element Method,Engineering Analysis with Boundary Elements,09557997,10.1016/j.enganabound.2024.105923,2-s2.0-85201516931,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85201561382,2024,Analyzing and Validating Energy Performance through Computational Simulation of a Helical Vertical Axis Wind Turbine,Journal of Advanced Research in Fluid Mechanics and Thermal Sciences,22897879,10.37934/arfmts.119.2.103113,2-s2.0-85201561382,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-85201582387,2024,VerbaNex AI at CLEF EXIST 2024: Detection of Online Sexism using Transformer Models and Profiling Techniques,CEUR Workshop Proceedings,16130073,,2-s2.0-85201582387,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85201599504,2024,Team QTB on Feature Selection Via Quantum Annealing and Hybrid Models,CEUR Workshop Proceedings,16130073,,2-s2.0-85201599504,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85201642692,2024,Machine learning models for predicting geomagnetic storms across five solar cycles using Dst index and heliospheric variables,Advances in Space Research,02731177,10.1016/j.asr.2024.08.031,2-s2.0-85201642692,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-85201694426,2024,Looking back to move forward: shedding light on the dark side of entrepreneurship,New England Journal of Entrepreneurship,,10.1108/NEJE-10-2023-0088,2-s2.0-85201694426,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JAMES MANUEL PEREZ MORON']
2-s2.0-85201939335,2024,Impacts of a Supplementary STEM Education Program on School Children from Vulnerable Communities,Lecture Notes in Educational Technology,21964963,10.1007/978-981-97-1814-6_68,2-s2.0-85201939335,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['PEDRO VAZQUEZ MIRAZ', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85201954646,2024,Development of a Mentoring Program for Women in Engineering Undergraduate Programs,Lecture Notes in Educational Technology,21964963,10.1007/978-981-97-1814-6_64,2-s2.0-85201954646,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-85201978428,2024,VerbaNexAI Lab at SemEval-2024 Task 3: Deciphering emotional causality in conversations using multimodal analysis approach,,,10.18653/v1/2024.semeval-1.193,2-s2.0-85201978428,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85202147559,2024,Toward a target-free calibration of a multimodal structured light and thermal imaging system,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.3013448,2-s2.0-85202147559,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85202167733,2024,Time Series Water Body Analysis Through Planet Satellite Imagery: A Coastal Urban Case Study,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.3014198,2-s2.0-85202167733,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'YADY TATIANA SOLANO CORREA']"
2-s2.0-85202191612,2024,Improving skin color accuracy in DLP-based 3D reconstruction,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.3013523,2-s2.0-85202191612,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85202193390,2024,Exploring out-of-focus camera calibration for improved UAV survey accuracy,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.3014192,2-s2.0-85202193390,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'YADY TATIANA SOLANO CORREA']"
2-s2.0-85202201077,2023,"Application of Artificial Intelligence Tools, Data Processing, and Analysis in the Forecasting of Level and Flow Variables in Wells with Little Data from the Morroa Aquifer",Communications in Computer and Information Science,18650929,10.1007/978-3-031-46739-4_21,2-s2.0-85202201077,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85202202105,2024,Impact of land cover variations on the Morroa aquifer (Colombia) static and dynamic levels through remote sensing analysis,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.3014190,2-s2.0-85202202105,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['JOSE LUIS VILLA RAMIREZ', 'YADY TATIANA SOLANO CORREA']"
2-s2.0-85203247315,2025,"Perchlorate in antarctica, origin, effects, treatments, environmental fate, and astrobiological perspectives: a review",International Journal of Environmental Science and Technology,17351472,10.1007/s13762-024-06004-w,2-s2.0-85203247315,Q1,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'ROSA LEONOR ACEVEDO BARRIOS']"
