"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"van der Werf, J.A.; Pons, V.; Smyth, K.; Shi, B.; Lechevallier, P.; Abdalla, E.M.H.; Andrusenko, E.; Broekhuizen, I.; Cavadini, G.B.; Cortés Moreno, A.F.; Cristiano, E.; D'Ambrosio, R.; Droste, A.M.; Evangelisti, M.; Fernandes, G.; Garzón, A.; Girot, E.; Guericke, L.; Liao, W.; Mazzoglio, P.; Mittal, A.; Müller, A.; Naves, J.; Oberascher, M.; Okwori, E.; Perez-Alvarino, J.I.; Pritsis, S.; Regueiro-Picallo, M.; Roghani, B.; Taguchi, V.J.; Wani, O.; Wei, H.; Yıldızlı, T.; Yerima, H.Z.","van der Werf, Job Augustijn (57225973989); Pons, Vincent (57349741100); Smyth, Kelsey (57211936252); Shi, Baiqian (57208246976); Lechevallier, Pierre (57984284700); Abdalla, Elhadi Mohsen Hassan (57220746816); Andrusenko, Ekaterina (59753308600); Broekhuizen, Ico (57210820549); Cavadini, Giovan Battista (57224127796); Cortés Moreno, A. F. (59753238300); Cristiano, Elena (56912078400); D'Ambrosio, R. (58492304700); Droste, A. M. (57195756360); Evangelisti, Margherita (58803569100); Fernandes, Gersende (57562456100); Garzón, Alexander (57219891423); Girot, E. (59753220200); Guericke, Lukas (59287801300); Liao, W. (59753308700); Mazzoglio, Paola (57217288568); Mittal, Aashna (57491157100); Müller, Alexandra (57208752212); Naves, Juan (57193067692); Oberascher, Martin (57209278227); Okwori, E. Jenkeri (57222085297); Perez-Alvarino, J. I. (59753238400); Pritsis, Spyros (59260490900); Regueiro-Picallo, Manuel A. (57193069030); Roghani, Bardia (57202199670); Taguchi, Vinicius J. (57204198791); Wani, Omar (57194333400); Wei, Haoyu (57221471086); Yıldızlı, T. (59753220300); Yerima, H. Z. (59753238500)","57225973989; 57349741100; 57211936252; 57208246976; 57984284700; 57220746816; 59753308600; 57210820549; 57224127796; 59753238300; 56912078400; 58492304700; 57195756360; 58803569100; 57562456100; 57219891423; 59753220200; 59287801300; 59753308700; 57217288568; 57491157100; 57208752212; 57193067692; 57209278227; 57222085297; 59753238400; 59260490900; 57193069030; 57202199670; 57204198791; 57194333400; 57221471086; 59753220300; 59753238500","Flooded with potential: urban drainage science as seen by early-career researchers","2025","Water Science and Technology","91","7","","861","875","0","1","10.2166/wst.2025.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003513270&doi=10.2166%2Fwst.2025.045&partnerID=40&md5=6f2bd5a9b9b813ee439adf16f335985f","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105003513270"
"Garcés-Prettel, M.G.","Garcés-Prettel, Miguel Efrén (57193012270)","57193012270","Guidance for generative AI in education and research. A critical review; Guía para el uso de IA generativa en educación e investigación. Una reseña crítica","2025","Educacion Matematica","37","1","","241","242","0","0","10.24844/EM3701.09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002746333&doi=10.24844%2FEM3701.09&partnerID=40&md5=703dd230f4a039d7d951424fe9202266","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105002746333"
"Arteta, C.A.; Piedrahita, J.; Segura, C.L.","Arteta, C. A. (56955461100); Piedrahita, Jefferson Marulanda (58917134900); Segura, Christopher L. (56625674300)","56955461100; 58917134900; 56625674300","Autoregularized Model of Compressive Behavior of Structural Wall Boundary Elements","2025","ACI Structural Journal","122","2","","87","100","0","0","10.14359/51743302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000354258&doi=10.14359%2F51743302&partnerID=40&md5=48d391dc1b42d191b8308b0526933ad0","Article","Final","","Scopus","2-s2.0-86000354258"
"Dominguez-Jimenez, J.A.; Henao, N.; Duque, A.; Agbossou, K.; Campillo, J.; Rueda, L.","Dominguez-Jimenez, J. A. (56682770100); Henao, Nilson (55366621800); Duque, Alejandro (57211325566); Agbossou, Kodjo A. (56238417000); Campillo, Javier E. (55609096600); Rueda, Luis (57202046718)","56682770100; 55366621800; 57211325566; 56238417000; 55609096600; 57202046718","Risk-aware distributed chance constrained energy coordination in energy communities","2025","Energy","318","","134778","","","0","0","10.1016/j.energy.2025.134778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217216982&doi=10.1016%2Fj.energy.2025.134778&partnerID=40&md5=e411d1567824446409acde61ec0c5c68","Article","Final","","Scopus","2-s2.0-85217216982"
"Sierra-Porta, D.","Sierra-Porta, D. (57191333650)","57191333650","Characterizing long-term cosmic ray time series with geometric network curvature metrics","2025","Journal of Atmospheric and Solar-Terrestrial Physics","268","","106418","","","0","0","10.1016/j.jastp.2025.106418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214707412&doi=10.1016%2Fj.jastp.2025.106418&partnerID=40&md5=386405d4b73a7aa68622664225dcee08","Article","Final","","Scopus","2-s2.0-85214707412"
"Acevedo-Barrios, R.; Puentes Martinez, D.A.; Hernández Rocha, I.O.; Rubiano-Labrador, C.; De la Parra-Guerra, A.C.; Carranza-Lopez, L.; Monroy-Licht, A.; Leal, M.A.; Tovar Rodríguez, D.","Acevedo-Barrios, R. L. (56674579200); Puentes Martinez, Dainis A. (58751512700); Hernández Rocha, Isis O. (58733769700); Rubiano-Labrador, Carolina (55649334800); De la Parra-Guerra, A. C. (57192208583); Carranza-Lopez, Liliana (57190434346); Monroy-Licht, Andrea (57456149600); Leal, Maria Angélica (58310191500); Tovar Rodríguez, David F. (58310000000)","56674579200; 58751512700; 58733769700; 55649334800; 57192208583; 57190434346; 57456149600; 58310191500; 58310000000","Perchlorate in antarctica, origin, effects, treatments, environmental fate, and astrobiological perspectives: a review","2025","International Journal of Environmental Science and Technology","22","5","102088","3855","3872","0","4","10.1007/s13762-024-06004-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203247315&doi=10.1007%2Fs13762-024-06004-w&partnerID=40&md5=c62a115e445ecb939305acdcf7080291","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85203247315"
"Mothes, C.; Mellado, C.; Boudana, S.; Himma, M.; Nolan, D.; McIntyre, K.; Kozman, C.; Hallin, D.C.; Amiel, P.; Brin, C.; Katherine Chen, Y.-N.; Davydov, S.; de Maio, M.; Dingerkus, F.; El-Ibiary, R.; Frías-Vázquez, M.; Glück, A.; Garcés-Prettel, M.G.; Luisa Humanes, M.; Lecheler, S.; Lee, M.; I-Hsuan Lin, C.; Márquez-Ramírez, M.; Maza-Cordova, J.; Mazzoni, M.; Mick, J.; Milojević, A.; Navarro, C.; Olivera, D.; Pizarro, M.; Quinn, F.; Sarasqueta, G.; Skjerdal, T.; Stepińska, A.; Szabó, G.; van Leuven, S.","Mothes, Cornelia (56600541200); Mellado, Claudia (24504020400); Boudana, Sandrine (36095923800); Himma, Marju (58839009700); Nolan, David J. (7103352200); McIntyre, Karen Elizabeth (57189991616); Kozman, Claudia (57193141636); Hallin, Daniel C. (7801380370); Amiel, Pauline (57206723562); Brin, Colette (36442305400); Katherine Chen, Yi Ning (57204428377); Davydov, Sergey G. (40461202600); de Maio, Mariana (57156173100); Dingerkus, Filip (57193154867); El-Ibiary, Rasha (54779725000); Frías-Vázquez, Maximiliano (57211939466); Glück, Antje (57189074192); Garcés-Prettel, Miguel Efrén (57193012270); Luisa Humanes, María (59182671600); Lecheler, Sophie K. (26036187400); Lee, Misook (57200427121); I-Hsuan Lin, Christi (57226167390); Márquez-Ramírez, Mireya (57193011223); Maza-Cordova, Jorge (57201524040); Mazzoni, Marco (55763033200); Mick, Jacques (57195683569); Milojević, Ana M. (55857868600); Navarro, Cristina (56372571900); Olivera, Dasniel (57195678713); Pizarro, Marcela F. (57223089108); Quinn, Fergal (57205486045); Sarasqueta, Gonzalo (57221460707); Skjerdal, Terje Steinulfsson (35249359100); Stepińska, Agnieszka (55445081400); Szabó, Gabriella (43461961100); van Leuven, Sarah (41662325600)","56600541200; 24504020400; 36095923800; 58839009700; 7103352200; 57189991616; 57193141636; 7801380370; 57206723562; 36442305400; 57204428377; 40461202600; 57156173100; 57193154867; 54779725000; 57211939466; 57189074192; 57193012270; 59182671600; 26036187400; 57200427121; 57226167390; 57193011223; 57201524040; 55763033200; 57195683569; 55857868600; 56372571900; 57195678713; 57223089108; 57205486045; 57221460707; 35249359100; 55445081400; 43461961100; 41662325600","Spurring or Blurring Professional Standards? The Role of Digital Technology in Implementing Journalistic Role Ideals in Contemporary Newsrooms","2025","Journalism and Mass Communication Quarterly","102","1","","88","119","0","6","10.1177/10776990241246692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196638440&doi=10.1177%2F10776990241246692&partnerID=40&md5=d6d7676a04071fd8e11efdc6d6a31ad9","Article","Final","","Scopus","2-s2.0-85196638440"
"Perilla Granados, J.S.A.","Perilla Granados, Juan Sebastian Alejandro (57023375100)","57023375100","“Squatters”: The problematic constitutionalization of private property; “Okupas”: La problemática constitucionalización de la propiedad privada","2025","Onati Socio-Legal Series","15","1","","281","299","0","0","10.35295/osls.iisl/2140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217828957&doi=10.35295%2Fosls.iisl%2F2140&partnerID=40&md5=c701a7c8b6d60ea6cf8b7971a9ab7790","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85217828957"
"Filian-Haz, K.; Mendez-Ruiz, J.I.; Garcés-León, D.; Reveychuk, K.; Ma, L.; Melendez, J.R.; Díaz-Mendoza, C.; Cornelissen, E.; Valverde-Armas, P.E.; Gutierrez, L.","Filian-Haz, Karla (58618578800); Mendez-Ruiz, Jonathan I. (57945669000); Garcés-León, Daniel Omar (56648306100); Reveychuk, Kateryna (59658240900); Ma, Lingshan (57203189579); Melendez, Jesus R. (57211386314); Díaz-Mendoza, Claudia (55258973100); Cornelissen, Emile R. (15131229600); Valverde-Armas, Priscila E. (57209340713); Gutierrez, Leonardo A. (35186188000)","58618578800; 57945669000; 56648306100; 59658240900; 57203189579; 57211386314; 55258973100; 15131229600; 57209340713; 35186188000","The Effect of pH on Aniline Removal from Water Using Hydrophobic and Ion-Exchange Membranes","2025","Water (Switzerland)","17","4","547","","","0","1","10.3390/w17040547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219053945&doi=10.3390%2Fw17040547&partnerID=40&md5=52a465449055363ea6914d7caaa3d3d4","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85219053945"
"Cuadrado, J.; Martinez, E.; Martinez-Santos, J.C.; Puertas, E.","Cuadrado, Juan (57422728000); Martinez, Elizabeth (58459662800); Martinez-Santos, Juan Carlos (26325154200); Puertas, Edwin (57202285682)","57422728000; 58459662800; 26325154200; 57202285682","The media framing dataset: Analyzing news narratives in Mexico and Colombia","2025","Data in Brief","58","","111284","","","0","0","10.1016/j.dib.2025.111284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215238378&doi=10.1016%2Fj.dib.2025.111284&partnerID=40&md5=ef894e9e07ee4f4e9d453b81e5d5e6fe","Data paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85215238378"
"Acevedo, D.D.H.; Sierra-Porta, D.","Acevedo, D. D.Herrera (58544189400); Sierra-Porta, D. (57191333650)","58544189400; 57191333650","Network structure and urban mobility sustainability: A topological analysis of cities from the urban mobility readiness index","2025","Sustainable Cities and Society","119","","106076","","","0","8","10.1016/j.scs.2024.106076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213079490&doi=10.1016%2Fj.scs.2024.106076&partnerID=40&md5=4c1cc9583231128231f3ed40c4b33258","Article","Final","","Scopus","2-s2.0-85213079490"
"Muvdi, D.; Hernández, M.R.; Cifuentes, E.J.; Di Somma, A.; Chiappone, F.; Di Maro, V.; Martinez-Santos, J.C.; Puertas, E.","Muvdi, David (59679932300); Hernández, Mateo R. (59679279900); Cifuentes, Eiker J. (59679062200); Di Somma, Andrea (59679712000); Chiappone, Francesco (59680145600); Di Maro, Vicenzo (59680358200); Martinez-Santos, Juan Carlos (26325154200); Puertas, Edwin (57202285682)","59679932300; 59679279900; 59679062200; 59679712000; 59680145600; 59680358200; 26325154200; 57202285682","Mapping Motion: A Cognitive Approach to Dyspraxia Multimodal Analysis","2025","Lecture Notes in Computer Science","15277 LNCS","","","14","25","0","0","10.1007/978-3-031-80366-6_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000451627&doi=10.1007%2F978-3-031-80366-6_2&partnerID=40&md5=a13b5e0d370fbe7442d4c7f23ddd0022","Conference paper","Final","","Scopus","2-s2.0-86000451627"
"Dominguez-Monterrosa, A.; Jiménez, A.; Mateos Caballero, A.","Dominguez-Monterrosa, Andy Rafael (57200983451); Jiménez, Antonio (55974423000); Mateos Caballero, Alfonso (7007026485)","57200983451; 55974423000; 7007026485","Correlation Structure of the Spanish Stock Market Around COVID-19 Using Random Matrix Theory","2025","Computational Economics","","","","","","0","0","10.1007/s10614-024-10820-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217426568&doi=10.1007%2Fs10614-024-10820-0&partnerID=40&md5=119b5e09c622f6e37e371b585342ae64","Article","aip","","Scopus","2-s2.0-85217426568"
"Guerra-Carrera, L.; Jiménez-Castilla, T.; Segrera-Castilla, M.","Guerra-Carrera, Luisa (59519445400); Jiménez-Castilla, Tania I. (57204842254); Segrera-Castilla, Michael (57220069921)","59519445400; 57204842254; 57220069921","Cultural heritage, the environment and climate change: cultural damage from environmental deterioration in San Basilio de Palenque, Colombia","2025","Social Identities","31","3","","279","293","0","1","10.1080/13504630.2025.2453160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215371893&doi=10.1080%2F13504630.2025.2453160&partnerID=40&md5=aee18d18e1ba5cde7aff73370deecb01","Article","Final","","Scopus","2-s2.0-85215371893"
"Sierra-Porta, D.","Sierra-Porta, D. (57191333650)","57191333650","Multifractal detrended cross-correlation coefficient for cosmic ray and sunspot time series","2025","Journal of Atmospheric and Solar-Terrestrial Physics","266","","106407","","","0","2","10.1016/j.jastp.2024.106407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213083915&doi=10.1016%2Fj.jastp.2024.106407&partnerID=40&md5=f37097a912cf11071c08928fbe3684ba","Article","Final","","Scopus","2-s2.0-85213083915"
"Díaz-Mendoza, C.; Mouthón-Bello, J.; Botero, C.M.; Gutierrez, L.","Díaz-Mendoza, Claudia (55258973100); Mouthón-Bello, Javier A. (8693393400); Botero, Camilo M. (55851674100); Gutierrez, Leonardo A. (35186188000)","55258973100; 8693393400; 55851674100; 35186188000","Preliminary analysis of the presence of metals and metalloids in cigarette butts and fibers discarded on a tourist beach in Cartagena, Colombia","2025","Environmental Monitoring and Assessment","197","1","106","","","0","0","10.1007/s10661-024-13572-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213079633&doi=10.1007%2Fs10661-024-13572-4&partnerID=40&md5=92795655e57c4130d26f6c3de2744fce","Article","Final","","Scopus","2-s2.0-85213079633"
"Geney-Castro, E.R.; Vázquez-Miraz, P.","Geney-Castro, Elías (57427876200); Vázquez-Miraz, Pedro (57196040759)","57427876200; 57196040759","Interpersonal values associated with unfaithful behavior of higher education students in Cartagena de Indias; Valeurs interpersonnelles associées au comportement infidèle d’étudiants de l’enseignement supérieur à Carthagène des Indes; Valores interpessoais associados ao comportamento infiel de estudantes de ensino superior em Cartagena das Índias; Valores interpersonales asociados con la conducta infiel de estudiantes de educación superior en Cartagena de Indias","2025","Revista de Psicologia (Peru)","43","1","","438","459","0","0","10.18800/psico.202501.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212831235&doi=10.18800%2Fpsico.202501.015&partnerID=40&md5=24233290398cff9c3fed6bc2e2bea14d","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85212831235"
"Revollo Carrillo, N.; Gutiérrez-Ruiz, K.; Iglesias-Rodriguez, T.; Lewis Harb, S.","Revollo Carrillo, Nelly (59476377800); Gutiérrez-Ruiz, Karol Patricia (57192930752); Iglesias-Rodriguez, Tania Jannethe (56389401800); Lewis Harb, Soraya (58254235500)","59476377800; 57192930752; 56389401800; 58254235500","Exploring the potential of Braingame Brian for executive function improvement in Spanish-speaking children with ADHD: A pilot study","2025","Neuropsychological Rehabilitation","35","8","","1570","1598","0","1","10.1080/09602011.2024.2439614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212267636&doi=10.1080%2F09602011.2024.2439614&partnerID=40&md5=758a11a685b300863feed98453516bea","Article","Final","","Scopus","2-s2.0-85212267636"
"Sierra-Porta, D.","Sierra-Porta, D. (57191333650)","57191333650","Revised cross-correlation and time-lag between cosmic ray intensity and solar activity using Chatterjee's correlation coefficient","2025","Advances in Space Research","75","1","","1330","1342","0","1","10.1016/j.asr.2024.10.065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209250813&doi=10.1016%2Fj.asr.2024.10.065&partnerID=40&md5=ccc7c05dec11eab3846f2aae13fd1920","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85209250813"
"Fang, M.M.E.; Fuentes-Aguilar, R.Q.; Rios, Y.Y.; Marrugo-Tobón, D.A.; Contreras-Ortiz, S.H.","Fang, Malorys M.Elles (59393472800); Fuentes-Aguilar, Rita Q. (57791717100); Rios, Y. Yuliana (57204642964); Marrugo-Tobón, Duvan Andres (57221469260); Contreras-Ortiz, Sonia H. (57210822856)","59393472800; 57791717100; 57204642964; 57221469260; 57210822856","Wrist Motion Pattern Recognition from EMG Signal Processing Using Machine Learning and Neural Networks","2025","Communications in Computer and Information Science","2222 CCIS","","","92","102","0","0","10.1007/978-3-031-74595-9_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208026562&doi=10.1007%2F978-3-031-74595-9_9&partnerID=40&md5=3d0b0f3d2427375ba9eb72df78056e03","Conference paper","Final","","Scopus","2-s2.0-85208026562"
