"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","ISSN","ISBN","CODEN","Document Type","Publication Stage","Open Access","Source","EID"
"Capistrano A.J.S.; Gutiérrez-Piñeres A.C.","Capistrano, Abraão J. S. (26530767700); Gutiérrez-Piñeres, Antonio C. (25225467000)","26530767700; 25225467000","Effective Perihelion Advance and Potentials in a Conformastatic Background with Magnetic Field","2016","Advances in Astronomy","2016","","9193627","","","0","10.1155/2016/9193627","https://www.scopus.com/pages/publications/85003927936?origin=resultslist","Federal University for Latin American Integration, Apartado Postal 2123, Foz do Iguaçu, PR, 85867-970, Brazil; Casimiro Montenegro Filho Astronomy Center, Itaipu Technological Park, Foz do Iguaçu, PR, 85867-970, Brazil; Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, CP 131001, Colombia; Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, Apartado Postal 70543, Mexico City, 04510, Mexico","Capistrano A.J.S., Federal University for Latin American Integration, Apartado Postal 2123, Foz do Iguaçu, PR, 85867-970, Brazil, Casimiro Montenegro Filho Astronomy Center, Itaipu Technological Park, Foz do Iguaçu, PR, 85867-970, Brazil; Gutiérrez-Piñeres A.C., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, CP 131001, Colombia, Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, Apartado Postal 70543, Mexico City, 04510, Mexico","","","","","16877969","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85003927936"
"Álvarez L.Á.; Álvarez E.A.; Saldarriaga A.E.; Chica J.S.","Álvarez, Lucía Álvarez (56253270400); Álvarez, Erasmo Arrieta (37065749000); Saldarriaga, Adriana Espitia (37066558400); Chica, Juan Sánchez (37065943700)","56253270400; 37065749000; 37066558400; 37065943700","Mayorships with efficacious, efficient and effective public managementpreviously planned during the political campaign; [Alcaldías con gestión pública eficaz, eficiente y efectiva planeada desde la campaña política]","2010","Analisis Politico","23","69","","58","65","0","","https://www.scopus.com/pages/publications/79953267063?origin=resultslist","Facultad de Ciencias Farmacéuticas, Universidad de Cartagena, Colombia; Facultad de Derecho y Ciencias Políticas, Universidad de Cartagena, Colombia; Facultad de Ciencias Sociales y Educación, Universidad de Cartagena, Colombia; Universidad Tecnológica de Bolívar, Colombia","Álvarez L.Á., Facultad de Ciencias Farmacéuticas, Universidad de Cartagena, Colombia; Álvarez E.A., Facultad de Derecho y Ciencias Políticas, Universidad de Cartagena, Colombia; Saldarriaga A.E., Facultad de Ciencias Sociales y Educación, Universidad de Cartagena, Colombia; Chica J.S., Universidad Tecnológica de Bolívar, Colombia","","","","","01214705","","","Article","Final","","Scopus","2-s2.0-79953267063"
"García R.B.; Betancurt L.Á.G.","García, Rocío Bolaños (59361728600); Betancurt, Luz Ángela Gómez (59361238900)","59361728600; 59361238900","Reading characteristics of children with reading learning disability; [CARACTERÍSTICAS LEITORAS DAS CRIANÇAS COM TRANSTORNO DE APRENDIZAGEM DA LEITURA]; [CARACTERÍSTICAS LECTORAS DE NIÑOS CON TRASTORNO DEL APRENDIZAJE DE LA LECTURA]","2009","Acta Colombiana de Psicologia","12","2","","37","45","0","","https://www.scopus.com/pages/publications/85205982310?origin=resultslist","UNIVERSIDAD TECNOLÓGICA DE BOLÍVAR, La concepción calle 1 1-57, Cartagena, Colombia; UNIVERSIDAD DE SAN BUENAVENTURA, CARTAGENA, Colombia","García R.B., UNIVERSIDAD TECNOLÓGICA DE BOLÍVAR, La concepción calle 1 1-57, Cartagena, Colombia; Betancurt L.Á.G., UNIVERSIDAD DE SAN BUENAVENTURA, CARTAGENA, Colombia","","","","","01239155","","","Article","Final","","Scopus","2-s2.0-85205982310"
"Patiño A.; Durand P.-E.; Fogret É.; Pellat-Finet P.","Patiño, A. (57190688459); Durand, P.-E. (7202230088); Fogret, É. (6603213964); Pellat-Finet, P. (6701664259)","57190688459; 7202230088; 6603213964; 6701664259","Designing Fresnel microlenses for focusing astigmatic multi-Gaussian beams by using fractional order Fourier transforms","2011","Journal of Physics: Conference Series","274","1","012108","","","0","10.1088/1742-6596/274/1/012108","https://www.scopus.com/pages/publications/79953756121?origin=resultslist","Universidad Technológica de Bolivar, Cartagena de Indias, Colombia; Laboratoire de Mathématiques et Applications des Mathématiques, Université de Bretagne Sud, 56321 Lorient Cedex, B P 92116, France","Patiño A., Universidad Technológica de Bolivar, Cartagena de Indias, Colombia, Laboratoire de Mathématiques et Applications des Mathématiques, Université de Bretagne Sud, 56321 Lorient Cedex, B P 92116, France; Durand P.-E., Laboratoire de Mathématiques et Applications des Mathématiques, Université de Bretagne Sud, 56321 Lorient Cedex, B P 92116, France; Fogret É., Laboratoire de Mathématiques et Applications des Mathématiques, Université de Bretagne Sud, 56321 Lorient Cedex, B P 92116, France; Pellat-Finet P., Laboratoire de Mathématiques et Applications des Mathématiques, Université de Bretagne Sud, 56321 Lorient Cedex, B P 92116, France","","","","","17426588","","","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79953756121"
"Senior D.E.; Rahimi A.; Yoon Y.-K.","Senior, David E. (36698427600); Rahimi, Arian (56297560700); Yoon, Yong-Kyu (7402126778)","36698427600; 56297560700; 7402126778","Millimeter-wave bandpass filter on LCP using CSRR-loaded triangular-shape quarter-mode substrate integrated waveguide","2015","Microwave and Optical Technology Letters","57","8","","1782","1784","4","10.1002/mop.29190","https://www.scopus.com/pages/publications/84930063619?origin=resultslist","Department of Electrical and Electronics Engineering, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Ternera Km. 1, Cartagena, Colombia; Department of Electrical and Computer Engineering, University of Florida, 225 Larsen Hall, Gainesville, FL, United States","Senior D.E., Department of Electrical and Electronics Engineering, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Ternera Km. 1, Cartagena, Colombia; Rahimi A., Department of Electrical and Computer Engineering, University of Florida, 225 Larsen Hall, Gainesville, FL, United States; Yoon Y.-K., Department of Electrical and Computer Engineering, University of Florida, 225 Larsen Hall, Gainesville, FL, United States","","","","","08952477","","MOTLE","Article","Final","","Scopus","2-s2.0-84930063619"
"Yime E.; Moreno H.; Saltarén R.; Aracil R.","Yime, Eugenio (22837432800); Moreno, Héctor (8718707500); Saltarén, Roque (6506558366); Aracil, Rafael (6603913268)","22837432800; 8718707500; 6506558366; 6603913268","Design of a CMG for underwater robots","2011","OCEANS 2011 IEEE - Spain","","","6003401","","","1","10.1109/Oceans-Spain.2011.6003401","https://www.scopus.com/pages/publications/80052946043?origin=resultslist","Department of Mechanical and Mechatronics Engineering, Universidad Tecnológica de Bolívar, Campus Tecnológico de Ternera, Cartagena de Indias, Colombia; Center for Automation and Robotics, Technical University of Madrid, CSIC, 28006. Madrid, Calle Josoé Gutierrez Abascal, 2, Spain","Yime E., Department of Mechanical and Mechatronics Engineering, Universidad Tecnológica de Bolívar, Campus Tecnológico de Ternera, Cartagena de Indias, Colombia; Moreno H., Center for Automation and Robotics, Technical University of Madrid, CSIC, 28006. Madrid, Calle Josoé Gutierrez Abascal, 2, Spain; Saltarén R., Center for Automation and Robotics, Technical University of Madrid, CSIC, 28006. Madrid, Calle Josoé Gutierrez Abascal, 2, Spain; Aracil R., Center for Automation and Robotics, Technical University of Madrid, CSIC, 28006. Madrid, Calle Josoé Gutierrez Abascal, 2, Spain","","","","","","978-145770086-6","","Conference paper","Final","","Scopus","2-s2.0-80052946043"
"Martínez-Santiago O.; Cabrera R.M.; Marrero-Ponce Y.; Barigye S.J.; Le-Thi-Thu H.; Javier Torres F.; Zambrano C.H.; Yaber-Goenag I.; Cruz-Monteagudo M.; López Y.M.; Giménez F.P.; Torrens F.","Martínez-Santiago, Oscar (24824951000); Cabrera, Reisel Millán (56506611500); Marrero-Ponce, Yovani (55665599200); Barigye, Stephen J. (55363486500); Le-Thi-Thu, Huong (36454896800); Javier Torres, F. (16025887100); Zambrano, Cesar H. (14040865600); Yaber-Goenag, Ivan (57192014301); Cruz-Monteagudo, Maykel (7801534311); López, Yoan Martínez (57192013138); Giménez, Facundo Pérez (57192004534); Torrens, Francisco (56924529100)","24824951000; 56506611500; 55665599200; 55363486500; 36454896800; 16025887100; 14040865600; 57192014301; 7801534311; 57192013138; 57192004534; 56924529100","Generalized molecular descriptors derived from event-based discrete derivative","2016","Current Pharmaceutical Design","22","33","","5095","5113","8","10.2174/1381612822666160610114148","https://www.scopus.com/pages/publications/84995975328?origin=resultslist","Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador; Department of Chemical Science, Faculty of Chemistry-Pharmacy, Universidad Central “Martha Abreu” de Las Villas, Santa Clara, 54830, Villa Clara, Cuba; Universidad San Francisco de Quito (USFQ), Grupo de Medicina Molecular y Traslacional (MeM&T), Colegio de Ciencias de la Salud (COCSA), Escuela de Medicina, Edificio de Especialidades Médicas Hospital de los Valles, Av. Interoceánica Km 12 ½—Cumbayá, Quito, 170157, Ecuador; Universidad San Francisco de Quito (USFQ), Instituto de Simulación Computacional (ISC-USFQ), Diego de Robles y vía Interoceánica, Quito, 17-1200-841, Ecuador; Grupo de Investigación Microbiología y Ambiente (GIMA), de Bacteriología, Facultad Ciencias de la Salud, Universidad de San Buenaventura, Calle Real de Ternera, Cartagena (Bolívar), Colombia; Departamento de Química, Universidade Federal de Lavras, UFLA, Caixa Postal 3037, Lavras, 37200-000, MG, Brazil; School of Medicine and Pharmacy, Vietnam National University, Hanoi (VNU), 144 Xuan Thuy, Cau Giay, Hanoi, Viet Nam; Universidad San Francisco de Quito, Grupo de Química Computacional y Teórica (QCT-USFQ), Departamento de Ingeniería Química, Diego de Robles y Vía Interoceánica, Quito, 17-1200-841, Ecuador; Grupo de Investigación en Estudios Químicos y Biológicos, Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar (UTB), Parque Industrial y Tecnológico Carlos Vélez Pombo Km 1 vía Turbaco, Cartagena de Indias, Bolívar, 130010, Colombia; Instituto de Investigaciones Biomédicas (IIB), Universidad de Las Américas (UDLA), Quito, 170513, Ecuador; Department of Computer Sciences, Faculty of Informatics, Camaguey University, Camaguey City, 70100, Camaguey, Cuba; Institut Universitari de Ciència Molecular, Universitat de València, Edifici d'Instituts de Paterna, P.O. Box 22085, València, E-46071, Spain; Unidad de Investigación de Diseño de Fármacos y Conectividad Molecular, Departamento de Química Física, Facultad de Farmacia, Universitat de València, Spain","Martínez-Santiago O., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Department of Chemical Science, Faculty of Chemistry-Pharmacy, Universidad Central “Martha Abreu” de Las Villas, Santa Clara, 54830, Villa Clara, Cuba; Cabrera R.M., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Department of Chemical Science, Faculty of Chemistry-Pharmacy, Universidad Central “Martha Abreu” de Las Villas, Santa Clara, 54830, Villa Clara, Cuba; Marrero-Ponce Y., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Universidad San Francisco de Quito (USFQ), Grupo de Medicina Molecular y Traslacional (MeM&T), Colegio de Ciencias de la Salud (COCSA), Escuela de Medicina, Edificio de Especialidades Médicas Hospital de los Valles, Av. Interoceánica Km 12 ½—Cumbayá, Quito, 170157, Ecuador, Universidad San Francisco de Quito (USFQ), Instituto de Simulación Computacional (ISC-USFQ), Diego de Robles y vía Interoceánica, Quito, 17-1200-841, Ecuador, Grupo de Investigación Microbiología y Ambiente (GIMA), de Bacteriología, Facultad Ciencias de la Salud, Universidad de San Buenaventura, Calle Real de Ternera, Cartagena (Bolívar), Colombia; Barigye S.J., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Departamento de Química, Universidade Federal de Lavras, UFLA, Caixa Postal 3037, Lavras, 37200-000, MG, Brazil; Le-Thi-Thu H., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, School of Medicine and Pharmacy, Vietnam National University, Hanoi (VNU), 144 Xuan Thuy, Cau Giay, Hanoi, Viet Nam; Javier Torres F., Universidad San Francisco de Quito (USFQ), Instituto de Simulación Computacional (ISC-USFQ), Diego de Robles y vía Interoceánica, Quito, 17-1200-841, Ecuador, Universidad San Francisco de Quito, Grupo de Química Computacional y Teórica (QCT-USFQ), Departamento de Ingeniería Química, Diego de Robles y Vía Interoceánica, Quito, 17-1200-841, Ecuador; Zambrano C.H., Universidad San Francisco de Quito (USFQ), Instituto de Simulación Computacional (ISC-USFQ), Diego de Robles y vía Interoceánica, Quito, 17-1200-841, Ecuador, Universidad San Francisco de Quito, Grupo de Química Computacional y Teórica (QCT-USFQ), Departamento de Ingeniería Química, Diego de Robles y Vía Interoceánica, Quito, 17-1200-841, Ecuador; Yaber-Goenag I., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Grupo de Investigación en Estudios Químicos y Biológicos, Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar (UTB), Parque Industrial y Tecnológico Carlos Vélez Pombo Km 1 vía Turbaco, Cartagena de Indias, Bolívar, 130010, Colombia; Cruz-Monteagudo M., Instituto de Investigaciones Biomédicas (IIB), Universidad de Las Américas (UDLA), Quito, 170513, Ecuador; López Y.M., Computer-Aided Molecular “Biosilico” Discovery and Bioinformatic Research International Network (CAMD-BIR IN), Cumbayá, Quito, Ecuador, Department of Computer Sciences, Faculty of Informatics, Camaguey University, Camaguey City, 70100, Camaguey, Cuba; Giménez F.P., Institut Universitari de Ciència Molecular, Universitat de València, Edifici d'Instituts de Paterna, P.O. Box 22085, València, E-46071, Spain; Torrens F., Unidad de Investigación de Diseño de Fármacos y Conectividad Molecular, Departamento de Química Física, Facultad de Farmacia, Universitat de València, Spain","","carbon, 7440-44-0; Furans, ","","","13816128","","CPDEF","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84995975328"
"Useche J.; Albuquerque E.L.","Useche, J. (24537991200); Albuquerque, E.L. (7102992846)","24537991200; 7102992846","Transient dynamic analysis of shear deformable shallow shells using the boundary element method","2015","Engineering Structures","87","","","1","7","18","10.1016/j.engstruct.2015.01.006","https://www.scopus.com/pages/publications/84921636187?origin=resultslist","Department of Mechanical Engineering, Technological University of Bolivar, Cartagena, Colombia; Department of Mechanical Engineering, University of Brasilia, Brasilia, Brazil","Useche J., Department of Mechanical Engineering, Technological University of Bolivar, Cartagena, Colombia; Albuquerque E.L., Department of Mechanical Engineering, University of Brasilia, Brasilia, Brazil","","","","","01410296","","ENSTD","Article","Final","","Scopus","2-s2.0-84921636187"
"Gutiérrez-Piñeres A.C.; López-Monsalvo C.S.","Gutiérrez-Piñeres, Antonio C. (25225467000); López-Monsalvo, César S. (56013682900)","25225467000; 56013682900","A static axisymmetric exact solution of f(R)-gravity","2013","Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics","718","4-5","","1493","1499","15","10.1016/j.physletb.2012.12.014","https://www.scopus.com/pages/publications/84872489993?origin=resultslist","Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, CO 131001 Cartagena de Indias, Colombia; Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, 04510 México D.F., A.P. 70-543, Mexico","Gutiérrez-Piñeres A.C., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, CO 131001 Cartagena de Indias, Colombia, Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, 04510 México D.F., A.P. 70-543, Mexico; López-Monsalvo C.S., Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, 04510 México D.F., A.P. 70-543, Mexico","","","","","03702693","","PYLBA","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84872489993"
"Camargo L.C.A.; Sepúlveda P.A.","Camargo, Luis Carlos Arraut (36986874200); Sepúlveda, Paola Amar (36987004800)","36986874200; 36987004800","Organizational management for innovation: Petrochemical sector case in Cartagena de Indias (Colombia); [Gestión organizacional para la innovación: Caso sector petroquímico en Cartagena de Indias (Colombia)]","2010","Opcion","26","62","","27","40","0","","https://www.scopus.com/pages/publications/79951763550?origin=resultslist","Centro de Emprendimiento Universitario, Colombia; Grupo de Investigación en Gestión de la Innovación y el Conocimiento, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","Camargo L.C.A., Centro de Emprendimiento Universitario, Colombia; Sepúlveda P.A., Grupo de Investigación en Gestión de la Innovación y el Conocimiento, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","","","","","10121587","","","Article","Final","","Scopus","2-s2.0-79951763550"
"Kim K.-T.; Kim C.; Senior D.E.; Kim D.; Yoon Y.-K.","Kim, Kyoung-Tae (7409321912); Kim, Cheolbok (56021218700); Senior, David E. (36698427600); Kim, Dongsu (57214770570); Yoon, Yong-Kyu (7402126778)","7409321912; 56021218700; 36698427600; 57214770570; 7402126778","Microwave characteristics of sol-gel based Ag-doped (Ba 0.6Sr0.4)TiO3 thin films","2014","Thin Solid Films","565","","","172","178","19","10.1016/j.tsf.2014.06.047","https://www.scopus.com/pages/publications/84905723242?origin=resultslist","Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL 32611, United States; Packaging Research Center, Korea Electronics Technology Institute, Gyeonggi-do, 463-816, South Korea; Department of Electrical and Electronic Engineering, Universidad Tecnológica de Bolívar Cartagena, Cartagena 130011, Colombia","Kim K.-T., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL 32611, United States; Kim C., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL 32611, United States; Senior D.E., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL 32611, United States, Department of Electrical and Electronic Engineering, Universidad Tecnológica de Bolívar Cartagena, Cartagena 130011, Colombia; Kim D., Packaging Research Center, Korea Electronics Technology Institute, Gyeonggi-do, 463-816, South Korea; Yoon Y.-K., Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL 32611, United States","","","","","00406090","","THSFA","Article","Final","","Scopus","2-s2.0-84905723242"
"Padron-Cano J.; Coronado-Hernández J.R.; Caicedo-Torres W.; Mercado-Caruso N.; Ospino-Vadiris F.V.","Padron-Cano, Jaime (57193747743); Coronado-Hernández, Jairo R. (54383095000); Caicedo-Torres, William (55782426500); Mercado-Caruso, Nohora (57193502899); Ospino-Vadiris, Fairuz V. (57193746869)","57193747743; 54383095000; 55782426500; 57193502899; 57193746869","Materials requirements planning through an application based on particle swarm optimization; [Planificación de requerimientos de materiales por medio de la aplicación de un algoritmo basado en enjambre de partículas]","2017","Espacios","38","14","13","","","3","","https://www.scopus.com/pages/publications/85016298121?origin=resultslist","ProutLoud Media Networks, Medellín, Colombia; Departamento de Ingeniería Industrial, Universidad de la Costa, Barranquilla, Colombia; Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Universidad de la Costa, Barranquilla, Colombia; Facultad de Ingeniería, Universidad de la Costa, Barranquilla, Colombia","Padron-Cano J., ProutLoud Media Networks, Medellín, Colombia; Coronado-Hernández J.R., Departamento de Ingeniería Industrial, Universidad de la Costa, Barranquilla, Colombia; Caicedo-Torres W., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Mercado-Caruso N., Universidad de la Costa, Barranquilla, Colombia; Ospino-Vadiris F.V., Facultad de Ingeniería, Universidad de la Costa, Barranquilla, Colombia","","","","","07981015","","","Article","Final","","Scopus","2-s2.0-85016298121"
"Kolari J.W.; Vélez-Pareja I.","Kolari, James W. (6602573876); Vélez-Pareja, Ignacio (6503847935)","6602573876; 6503847935","Corporation income taxes and the cost of capital: A revision; [Impuesto a la renta corporativa y el costo de capital: Una revisión]","2012","Innovar","22","46","","53","70","3","","https://www.scopus.com/pages/publications/84874367463?origin=resultslist","Texas A and M University, United States; Ingeniería Industrial University of Missouri Columbia, MO, United States; Ingeniero Industrial, Universidad de los Andes, Bogotá, Colombia; Universidad Tecnológica de Bolívar, Cartagena, Colombia","Kolari J.W., Texas A and M University, United States; Vélez-Pareja I., Ingeniería Industrial University of Missouri Columbia, MO, United States, Ingeniero Industrial, Universidad de los Andes, Bogotá, Colombia, Universidad Tecnológica de Bolívar, Cartagena, Colombia","","","","","01215051","","","Article","Final","","Scopus","2-s2.0-84874367463"
"Barrios A.; Duque M.; Canu M.; Villa J.L.; Chevrel P.; Grisales V.H.; Prieto F.; Panche S.","Barrios, Arquímedes (55499187700); Duque, Mauricio (7004864427); Canu, Michael (26647351600); Villa, José Luis (7005142049); Chevrel, Philippe (6602908026); Grisales, Victor H. (39161318100); Prieto, Flavio (56689499100); Panche, Stifen (55499203900)","55499187700; 7004864427; 26647351600; 7005142049; 6602908026; 39161318100; 56689499100; 55499203900","Academic evaluation protocol for monitoring modalities of use at an Automatic Control Laboratory: Local vs. remote","2013","International Journal of Engineering Education","29","6","","1551","1563","2","","https://www.scopus.com/pages/publications/84891961447?origin=resultslist","Department of Electric and Electronic Engineering, Universidad de Los Andes, Colombia; Department of Automation and Production Engineering, Studies Direction - Pedagogic Center of Basic Science, Ecole des Mines de Nantes, France; Departmentof Electric and Electronic Engineering, Universidad Tecnológica de Bolívar, Colombia; Department of Automation and Production Engineering, Ecole des Mines de Nantes, France; Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Colombia","Barrios A., Department of Electric and Electronic Engineering, Universidad de Los Andes, Colombia; Duque M., Department of Electric and Electronic Engineering, Universidad de Los Andes, Colombia; Canu M., Department of Automation and Production Engineering, Studies Direction - Pedagogic Center of Basic Science, Ecole des Mines de Nantes, France; Villa J.L., Departmentof Electric and Electronic Engineering, Universidad Tecnológica de Bolívar, Colombia; Chevrel P., Department of Automation and Production Engineering, Ecole des Mines de Nantes, France; Grisales V.H., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Colombia; Prieto F., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Colombia; Panche S., Department of Mechanical and Mechatronics Engineering, Universidad Nacional de Colombia, Colombia","","","","","0949149X","","","Conference paper","Final","","Scopus","2-s2.0-84891961447"
"Soon C.B.; Gutiérrez J.A.","Soon, Chin Boo (24403065500); Gutiérrez, Jairo A. (7401653270)","24403065500; 7401653270","Prediction of RFID performance in supply chains","2010","16th Americas Conference on Information Systems 2010, AMCIS 2010","7","","","4743","4762","1","","https://www.scopus.com/pages/publications/84870264356?origin=resultslist","Information Systems and Operations Management, University of Auckland, New Zealand; Faculty of Engineering, Universidad Tecnológica de Bolívar, Colombia","Soon C.B., Information Systems and Operations Management, University of Auckland, New Zealand; Gutiérrez J.A., Faculty of Engineering, Universidad Tecnológica de Bolívar, Colombia","","","","","","978-161738952-8","","Conference paper","Final","","Scopus","2-s2.0-84870264356"
"Gutiérrez-Piñeres A.C.","Gutiérrez-Piñeres, Antonio C. (25225467000)","25225467000","Conformastationary disk-haloes in Einstein–Maxwell gravity","2015","General Relativity and Gravitation","47","5","","1","17","8","10.1007/s10714-015-1898-0","https://www.scopus.com/pages/publications/84927130185?origin=resultslist","Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, AP 70543, Mexico, 04510, DF, Mexico; Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, 13001, Colombia","Gutiérrez-Piñeres A.C., Instituto de Ciencias Nucleares, Universidad Nacional Autónoma de México, AP 70543, Mexico, 04510, DF, Mexico, Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, 13001, Colombia","","","","","00017701","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84927130185"
"Useche J.; Albuquerque E.L.","Useche, J. (24537991200); Albuquerque, E.L. (7102992846)","24537991200; 7102992846","Dynamic analysis of shear deformable plates using the dual reciprocity method","2012","Engineering Analysis with Boundary Elements","36","5","","627","632","16","10.1016/j.enganabound.2011.12.006","https://www.scopus.com/pages/publications/84855250532?origin=resultslist","Department of Mechanical Engineering, Technological University, Cartagena, Colombia; Department of Mechanical Engineering, University of Brasilia, Brasilia, Brazil","Useche J., Department of Mechanical Engineering, Technological University, Cartagena, Colombia; Albuquerque E.L., Department of Mechanical Engineering, University of Brasilia, Brasilia, Brazil","","","","","09557997","","EABAE","Article","Final","","Scopus","2-s2.0-84855250532"
"Marrugo A.G.; Millán M.S.; Šorel M.; Šroubek F.","Marrugo, Andrés G. (24329839300); Millán, María S. (7201466399); Šorel, Michal (15846700100); Šroubek, Filip (55882243100)","24329839300; 7201466399; 15846700100; 55882243100","Restoration of retinal images with space-variant blur","2014","Journal of Biomedical Optics","19","1","016023","","","13","10.1117/1.JBO.19.1.016023","https://www.scopus.com/pages/publications/84897748145?origin=resultslist","Universitat Politècnica de Catalunya, Department of Optics and Optometry, Group of Applied Optics and Image Processing, 08222 Terrassa, Violinista Vellsolà 37, Spain; Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Cartagena, Km 1 vía Turbaco, Colombia; Academy of Sciences of the Czech Republic, Institute of Information Theory and Automation, 18208 Prague 8, Pod Vodárenskou věží 4, Czech Republic","Marrugo A.G., Universitat Politècnica de Catalunya, Department of Optics and Optometry, Group of Applied Optics and Image Processing, 08222 Terrassa, Violinista Vellsolà 37, Spain, Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Cartagena, Km 1 vía Turbaco, Colombia; Millán M.S., Universitat Politècnica de Catalunya, Department of Optics and Optometry, Group of Applied Optics and Image Processing, 08222 Terrassa, Violinista Vellsolà 37, Spain; Šorel M., Academy of Sciences of the Czech Republic, Institute of Information Theory and Automation, 18208 Prague 8, Pod Vodárenskou věží 4, Czech Republic; Šroubek F., Academy of Sciences of the Czech Republic, Institute of Information Theory and Automation, 18208 Prague 8, Pod Vodárenskou věží 4, Czech Republic","","","","","15602281","","JBOPF","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84897748145"
"Zuo J.; Torres E.","Zuo, J. (7202871980); Torres, E. (35094573000)","7202871980; 35094573000","Comparison of adsorption of mercaptopropyltrimethoxysilane on amphiphilic TiO2 and hydroxylated SiO2","2010","Langmuir","26","19","","15161","15168","27","10.1021/la102221v","https://www.scopus.com/pages/publications/84857704849?origin=resultslist","Department of Interface Chemistry and Surface Engineering, Max-Planck-Institut für Eisenforschung GmbH, D-40237 Düsseldorf, Max-Planck-Strasse 1, Germany; Department of Mechanical Engineering, Xiamen University of Technology, Xiamen, China; Faculty of Basic Sciences, Universidad Tecnologíca de Bolívar, Cartagena, Colombia","Zuo J., Department of Interface Chemistry and Surface Engineering, Max-Planck-Institut für Eisenforschung GmbH, D-40237 Düsseldorf, Max-Planck-Strasse 1, Germany, Department of Mechanical Engineering, Xiamen University of Technology, Xiamen, China; Torres E., Department of Interface Chemistry and Surface Engineering, Max-Planck-Institut für Eisenforschung GmbH, D-40237 Düsseldorf, Max-Planck-Strasse 1, Germany, Faculty of Basic Sciences, Universidad Tecnologíca de Bolívar, Cartagena, Colombia","","","","","07437463","","LANGD","Article","Final","","Scopus","2-s2.0-84857704849"
